title,content,is_subjective
Jokowi Masih Tunggu Surat Resmi dari DPR soal RUU DKJ,"Presiden Joko Widodo belum akan menyikapi Rancangan Undang-Undang Daerah Khusus Jakarta (RUU DKJ) yang kini menuai polemik pada sejumlah aturannya. Koordinator Staf Khusus Presiden Ari Dwipayana mengatakan RUU DKJ adalah inisiatif DPR. Dengan demikian, pemerintah dalam posisi menunggu pemberitahuan resmi. ""Saat ini, pemerintah menunggu surat resmi dari DPR yang menyampaikan naskah RUU DKJ. Setelah itu, Presiden akan menunjuk sejumlah menteri untuk menyiapkan DIM [red: daftar inventarisasi masalah] pemerintah,"" kata Ari melalui pesan singkat, Rabu (6/12). Ari berkata Jokowi akan membuat surat presiden (surpres) jika sudah ada pemberitahuan dari DPR. Surat itu berisi penunjukan menteri-menteri yang mewakili pemerintah dalam pembahasan RUU DKJ. Selain itu, Jokowi juga akan mengirim daftar inventaris masalah (DIM) terkait RUU DKJ. Jokowi akan membuka diri terhadap berbagai aspirasi. ""Dalam rangka penyusunan DIM, pemerintah terbuka terhadap masukan berbagai pihak,"" ujar Ari. Sebelumnya, DPR menetapkan RUU DKJ sebagai beleid inisiatif DPR. RUU itu akan mengubah status Jakarta setelah ibu kota negara dipindah ke Ibu Kota Nusantara (IKN). Salah satu poin RUU DKJ yang menjadi sorotan publik adalah gubernur Jakarta dipilih dan diberhentikan presiden. Ada pula aturan penunjukan wali kota dan bupati oleh gubernur tanpa perlu persetujuan DPRD. ",1
"Profil Truong My Lan, Konglomerat Properti Gelapkan Rp194 T di Vietnam","Konglomerat properti Truong My Lan ditangkap kepolisian Vietnam pada Oktober 2022 lalu. Ia diduga menggelapkan dana 304 triliun dong atau sekitar Rp192 triliun. Kasus tersebut mendapat perhatian publik. Maklum uang yang digelapkan sangat besar. Sebagai gambaran, nilainya setara 3,2 persen pendapatan domestik bruto (PDB) Vietnam. Lantas siapa Truong My Lan? Truong My Lan adalah bos pengembang properti Van Thinh Phat Holdings Group. Ia dituding menilap uang ratusan triliun dong dari Saigon Commercial Bank (SCB) di mana dia disebut sebagai pemegang saham mayoritas bank tersebut. ""Berdasarkan pernyataan kementerian, My Lan yang ditangkap pada akhir tahun lalu sudah memanfaatkan lebih dari 1.000 anak perusahaan dalam dan di luar negeri untuk mengambil pinjaman hingga 40 miliar Euro dari Saigon Commercial Bank lalu mengalokasikannya ke pihak ketiga melalui perusahaan gelap yang dibentuk oleh dirinya dan keluarga,"" tulis DW. Dilansir dari berbagai sumber, Lan lahir di Saigon, Vietnam pada 13 Oktober, 1956. Keluarganya adalah imigran dari China. Tak banyak cerita tentang masa kecil Lan. Mengutip SCMP, Lan sempat berjualan aksesoris di sebuah pasar di Distrik 5 Kota Ho Chi Minh. Pada 1992, Lan mendirikan Van Thinh Phat Limited Liaibility Company. Awalnya, perusahaan bergerak di bidang perdagangan, restoran, dan hotel. Setelah itu, ia melebarkan sayap ke sektor real estat yang diduga berkembang pesat berkat bantuan koneksi politik. Dalam beberapa tahun, Lan berhasil mendapatkan beberapa properti paling berharga di kota tersebut, termasuk beberapa di Nguyen Hue Boulevard, salah satu jalan termahal di Asia. Dia memupuk dukungan politik dengan menjadi sponsor yang murah hati untuk inisiatif-inisiatif kota besar. Pada 2007, ia mendirikan Van Thinh Phat Group (VTP Group Holdings) dengan modal dasar 6 triliun VND. Di perusahaan itu, Lan mengempit 80 persen saham, setara dengan kontribusi modal senilai 4,8 triliun dong. Pertumbuhan kerajaan bisnis Lan diduga dipicu oleh pengambilan utang dalam jumlah besar melalui pasar obligasi komersial. Bisnisnya menerbitkan 25 jenis obligasi berbeda yang dijual secara agresif melalui SCB dan menghasilkan 30 triliun dong. Sebagian besar modal Lan diperoleh melalui pinjaman bank. Lan diduga mengendalikan 91 persen SCB, melalui 27 nominasi, dan antara Februari 2018 dan Oktober tahun lalu, 93 persen pinjamannya diarahkan ke VTP dan perusahaan cangkangnya tanpa jaminan, jadwal pembayaran, atau uji tuntas normal.  Namun, Lan berhasil lolos dengan menyuap regulator senior di bank sentral dan 23 regulator negara lainnya dengan uang sebesar US$5,2 juta untuk memalsukan laporan pengawasan mereka terhadap SCB dan menyembunyikan kredit macet serta bukti kesalahan. Nama Lan juga sempat muncul pada Panama Paper sebagai beneficiary dari EuroAsia. ID Concept Group Limited, perusahaan cangkang dengan alamat terdaftar di ""surga pajak"" British Virgin Island. Setahun setelah penangkapannya, polisi masih berupaya mengungkap jaringan perusahaannya, yang mencakup lebih dari 1.000 perusahaan, sebagian besar perusahaan kecil, yang didirikan untuk mendapatkan pinjaman bank. Lan menikah dengan pengusaha real estat Hong Kong Eric Chu Nap Kee dan memiliki seorang putri Chu Duyen Phan. Keluarga Lan merupakan salah satu keluarga terkaya di Vietnam. ",0
Anjing Pelacak dan Penyelam Diturunkan untuk Cari 10 Korban Banjir Bandang dan Longsor di Humbahas,"MEDAN, KOMPAS.com- Tim SAR gabungan terus berupaya mencari 10 korban yang hilang akibat banjir bandang dan tanah longsor di Kabupaten Humbang Hasundutan (Humbahas), Sumatera Utara. Anjing pelacak dan penyelam diturunkan untuk mempercepat proses pencarian. Anjing pelacak yang diturunkan milik Polda Sumut bernama Trusco. Satwa ini sudah tiga hari menyisir.  Mulai dari sektor pencarian kedua di sisi kiri jalan ke arah pesisir Danau Toba sampai sektor pencarian ketiga yang posisinya di sisi kanan jalan menuju ke hulu. Namun, operasi SAR ini mengalami kendala, karena banyaknya bebatuan besar di lokasi kejadian. “Kendalanya banyak batu besar sehingga satwa pendeteksi ini kehilangan kemampuan dalam melacak keberadaan jasad korban,” ujar Tim K-9 SAR Direktorat Samapta Polda Sumut, Briptu Rio Tarigan, dalam keterangan tertulis Badan Nasional Penanggulangan Bencana (BNPB), Rabu (6/12/2023) Sementara itu Kepala Kantor SAR Medan, Budiono mengatakan alasan diturunkan penyelam, berkaca dari penemuan korban pertama yang posisinya di perairan Danau Toba. Diduga korban hanyut terbawa banjir. “Korban yang pertama juga ditemukan di perairan, jadi ada kemungkinan bahwa ada korban lain tidak jauh dari lokasi itu,” ujar Budiono. Penyisiran di atas perairan juga dilakukan oleh BPBD, Basarnas, TNI dan Brimob menggunakan perahu karet. Namun, hingga operasi SAR hari keempat, Selasa (5/12/2023), proses pencarian 10 korban masih nihil. “Penyisiran air masih nihil, utuk alat berat juga masih belum berhasil menemukan warga yang masih hilang di hari keempat ini,” jelas Budiono.  Selanjutnya kata dia proses pencarian kembali dilanjutkan hari ini, Rabu (6/12/2023). Personel Polairud Polda Sumut juga hadir untuk proses penyisiran korban hilang yang diduga berada di Danau Toba. Tanah longsor dan banjir bandang sebelumnya terjadi di Desa Simangulampe, Kecamatan Bakti Raja, Humbahas, Jumat (1/12/2023) sekitar pukul 21.30 WIB. Diawali hujan deras, tiba-tiba banjir dan longsor terjadi. Dampak insiden ini 35 rumah warga rusak, 12 warga hilang dan dua di antaranya ditemukan tewas. Sementara itu Bupati Humbahas Dosmar Banjarnahor menduga penyebab banjir dan tanah longsor karena adanya pembalakan liar. Dosmar telah meninjau ke wilayah hulu Humbahas dan menemukan kerusakan hutan yang luasnya 4 hektar. Dia pun telah berkoordinasi dengan TNI dan Polri untuk melakukan penegakan hukum. ",0
"Anies Ingin Dinner Bareng Nabi Muhammad, Nelson Mandela dan Gandhi","Capres nomor urut 1, Anies Baswedan menjadi pembicara di Conference on Indonesian Foreign Policy 2023. Dalam salah satu sesi acara, Anies diminta oleh salah satu peserta untuk menyebutkan siapa tiga tokoh, yang ingin ia ajak makan malam bersama. Mendapat pertanyaan itu, Anies lalu bertanya apakah ia boleh menggunakan imajinasinya atau tidak. Peserta diskusi yang bertanya itu lalu mengiyakan. ""Nggak harus malam ini kan (makan malamnya)? Nomor satu, Nabi Muhammad SAW, yang kedua Nelson Mandela,"" jawab Anies cepat di acara yang bertajuk Indonesia and the World: 1 Jam Bersama Anies', di Hotel Grand Sahid Jaya, Jakarta, Sabtu (2/12/2023). Lalu, tokoh terakhir yang ingin ia ajak untuk makan malam bersama adalah Mahatma Gandhi. Ia mengatakan hal itu cukup spesial karena ia pernah mengunjungi rumah tokoh tersebut. ""Yang ketiga, saya akan ngobrol dengan Mahatma Gandhi,"" ujarnya. Dalam sesi jawab cepat itu, Anies juga mendapatkan sejumlah pertanyaan lain dari sejumlah peserta asal Indonesia maupun mancanegara yang diminta maju ke atas panggung. Salah satunya adalah pertanyaan mengenai mata pelajaran favoritnya dia sekolah. ""What's your favorite subject in the school?"" tanya salah satu peserta. ""Satu, sport. Iya saya ini dulu pegulat lho. And i spend a lot of time, kalau olahraga bangganya kalau dibilang your animal. Dibilang binatang itu bangga. Kedua, saya senang sejarah. Ketiga saya senang matematika,"" pungkasnya. ",1
"Jokowi Kunjungi Pasar Danga NTT, Beli Mangga hingga Tempe","Presiden Joko Widodo (Jokowi) mengunjungi Pasar Danga, Kabupaten Nagekeo, Provinsi Nusa Tenggara Timur (NTT). Jokowi mengecek harga kebutuhan pokok hingga membeli mangga dan tempe. Berdasarkan keterangan tertulis dari BPMI Setpres, Jokowi mengatakan sejumlah harga bahan pokok di Pasar Danga tergolong bagus dibandingkan dengan harga di Pulau Jawa. Jokowi menyebut salah satunya adalah harga cabai yang masih berada di harga Rp 50 ribu per kilogram. ""Saya ke Pasar Danga di Kabupaten Nagekeo ini untuk ngecek itu (harga pangan), tapi saya senang cabai yang di Jawa sekarang harganya Rp 80 (ribu) sampai Rp 100 (ribu), di sini hanya Rp 50 ribu,"" kata Jokowi kepada wartawan, Selasa (5/12/2023). Di samping itu, Jokowi menyebut harga bawang merah yang dijual di pasar tersebut juga tergolong lebih murah, yakni dalam kisaran Rp 15 ribu per kilogram. Jokowi menilai hal tersebut dikarenakan produksi kedua bahan pokok tersebut cukup baik di Kabupaten Nagekeo. ""Bawang merah juga di Jawa Rp 24 ribu, Rp 26 ribu, di sini Rp 15 ribu karena memang produksinya menurut saya baik, bawang merah ada ditanam di sini, cabai rawit juga ditanam di sini, jadi harganya baik,"" ungkap Jokowi. Jokowi tiba di Pasar Danga sekitar pukul 10.00 Wita dan disambut meriah oleh masyarakat yang telah berkumpul di sekitar pasar. Saat Jokowi memasuki kawasan pasar, terdengar juga alunan 'Ndoto', yang merupakan alat musik tradisional Nagekeo mengiringi peninjauan Presiden di pasar tersebut. Selain mengecek harga kebutuhan pokok, Jokowi turut membagikan sejumlah bantuan dan sembako kepada masyarakat dan pedagang yang ada di sana. Selain itu, Jokowi membeli sejumlah produk yang dijual oleh pedagang di Pasar Danga, salah satunya mangga. ""Ini beli mangga. Mangga ada lima kumpul, saya minta hanya Rp 40 ribu. Tadi Bapak kasih uang Rp 200 ribu,"" cerita Martina, seorang penjual buah dan sayur yang dihampiri Presiden. Martina menyampaikan terima kasih kepada Jokowi karena telah membeli buah dagangannya, yang merupakan rezeki bagi dirinya. ""Saya terima kasih kepada Bapak Presiden karena ini hari tidak sangka-sangka Bapak Presiden kasih saya rezeki,"" tutur Jokowi. Ernasiana, penjual tempe yang dihampiri oleh Jokow,i turut bercerita bahwa dirinya merasa senang karena Presiden membeli lima buah tempe secara langsung kepadanya. ""Beli lima, satunya lima ribu, kami dapat Rp 200 ribu. Luar biasa, Pak, senang kita ini,"" ungkap Ernasiana. Turut mendampingi Jokowi yakni Menteri Pekerjaan Umum dan Perumahan Rakyat (PUPR) Basuki Hadimuljono, Kepala Badan Pangan Nasional Arief Prasetyo Adi, Pj Gubernur NTT Ayodhia Kalake, dan Bupati Nagekeo Johanes Don Bosco Do. Simak juga 'Momen Jokowi Jadi Kiper saat Main Bola Bersama Warga di NTT': ",1
15 Tempat Wisata di Puncak untuk Libur Natal dan Tahun Baru," Menikmati libur saat Natal 2023 dan Tahun Baru 2024 bisa dilakukan dengan berlibur ke kawasan Puncak, Bogor. Banyak tempat wisata baik itu wisata edukasi, wisata sejarah hingga wisata alam yang dapat dikunjungi saat musim liburan tiba. Berikut ini merupakan sejumlah tempat wisata di Puncak untuk menikmati libur Natal 2023 dan Tahun Baru 2024. Lokasi: Jalan Kapten Harun Kabir Nomor 724, Cisarua
Jam operasional: Pukul 09.00-17.00 WIB
Harga tiket: Mulai dari Rp 215.000 tamanwisatamatahari.id Wahan petualangan di Taman Wisata Matahari Park yang berada di kawasan Puncak, Bogor. Lokasi: Jalan Raya Puncak Gadog, Cisarua
Jam operasional: Pukul 08.00-16.00 WIB
Harga tiket: Rp 60.000 https://cimory.com/ Cimory Dairyland Puncak. Simak harga tiket masuk Cimory Dairyland 2023. Lokasi: Jl. Raya Puncak Gadog, Megamendung
Jam operasional: Pukul 08.00-17.00 WIB (Sabtu-Minggu tutup pukul 17.30 WIB)
Harga tiket: Rp 40.000-Rp 85.000 Dok. Shutterstock/Novie Charleen Magne Ilustrasi wisatawan di Kuntum Farmfield, Kota Bogor, Jawa Barat. Lokasi: Jalan Raya Tajur No.291, Bogor
Jam operasional: Pukul 08.00-18.00 WIB
Harga tiket: Rp 60.000-Rp 70.000 Dokumen Minimania Gerbang Depan Minimania, Lembang, Bandung Lokasi: Jalan Raya Cibogo Nomor KM 72, Megamendung
Jam operasional: Senin-Jumat pukul 08.00-17.30 WIB, Sabtu-Minggu pukul 07.00-18.00 WIB
Harga tiket: Mulai dari Rp 30.000-Rp 60.000 Instagram/@nicolesriverpark Nicole's River Park di Bogor. Lokasi: Jalan Raya Puncak Gadog, Megamendung
Jam operasional: Pukul 08.00-20.00 WIB (Sabtu-Minggu buka pukul 07.00 WIB)
Harga tiket: Rp 35.000-Rp 75.000 Dok. Agrowisata Gunung Mas. Aktivitas di kawasan Agrowisata Gunung Mas. Lokasi: Jalan Raya Puncak Gadog No.km.87, Cisarua
Jam operasional: Pukul 07.00-21.00 WIB
Harga tiket: Rp 15.500-Rp 20.000 KOMPAS.com/Muhammad Irzal Adiakurnia Wahana perahu gondola mempercantik kawasan Little Venice, dibuat semirip mungkin dengan Venesia. Lokasi: Jalan Hanjawar, Cipanas
Jam operasional: Senin-Jumat pukul 09.00-16.30 WIB, Sabtu-Minggu pukul 08.00-18.00 WIB
Harga tiket: Rp 25.000-Rp 80.000 Shutterstock/Bantara Husna Telaga Saat, Puncak, Bogor, Jawa Barat Lokasi: Cibulao, Cisarua
Jam operasional: Pukul 07.30-18.00 WIB
Harga tiket: Rp 10.000 Google Review/Ucok Sedunia Riung Gunung Puncak Lokasi: Jalan Raya Puncak Gadog
Jam operasional: Pukul 07.30-18.00 WIB
Harga tiket: Rp 5.000 Dok. Kebun Raya Cibodas Kolam di Kebun Raya Cibodas, Jawa Barat Lokasi: Jalan Kebun Raya Cibodas, Sindangjaya, Kabupaten Cianjur
Jam operasional: Pukul 08.00-17.00 WIB
Harga tiket: Rp 15.500-Rp 25.500 Tangkapan layar Youtube Wisata Alam Sevillage Puncak Wisata Alam Sevillage Puncak Lokasi: Jalan Ziwa Besar, Ciloto, kabupaten Cianjur
Jam operasional: Pukul 08.00-17.00 WIB
Harga tiket: Rp 25.000-Rp 65.000 Instagram The Ranch Cisarua Foto yang diambil oleh akun instagram @mtaufiqsulaiman15 di The Ranch Cisarua, merupakan salah satu obyek wisata yang ada di kawasan Puncak, Bogor, Jawa Barat. Lokasi: Jalan Raya Puncak Gadog No.KM, RW.5, Cisarua
Jam operasional: Senin-Kamis pukul 09.00-18.00 WIB, Jumat-Minggu pukul 08.00-21.00 WIB
Harga tiket: Mulai Rp 25.000 Dok. Instagram @thenicefuntasticpark The Nice Funtastic Park Cianjur, salah satu wisata baru di Kabupaten Cianjur yang menyajikan wahana edukasi dan ekstrem dengan latar belakang panorama alam Lokasi: Jalan Mariwati No.KM. 11, Kabupaten Cianjur
Jam operasional: Pukul 09.00-17.00 WIB
Harga tiket: Rp 30.000-Rp 35.000 KOMPAS.com/ANGGARA WIKAN PRASETYA Trem di Taman Bunga Nusantara. Lokasi: Jalan Mariwati No.KM. 7, Kabupaten Cianjur
Jam operasional: Pukul 09.00-17.00 WIB (Sabtu-Minggu buka pukul 08.00 WIB)
Harga tiket: Mulai dari Rp 50.000 ",0
DLHK Depok Uji Lab Kali Tercemar Limbah Busa di Cimanggis,"Dinas Lingkungan Hidup dan Kebersihan (DLHK) Kota Depok masih menyelidiki hasil sampel uji kali yang berbusa di Cimanggis, Depok. Pemerintah Kota Depok pun melakukan uji laboratorium terhadap limbah busa tersebut. ""Kita juga sudah melakukan penelusuran satu hari itu, tanggal 29, terus kita juga melakukan uji lab dan menunggu hasil nanti 14 hari,"" kata Kepala DLHK Depok Abdul Rahman saat dihubungi wartawan, Selasa (5/12/2023). Abdul mengatakan sampel limbah itu dibawa ke laboratorium yang menguji kualitas air. Hasil itu baru diketahui selama 14 hari. ""(Sampel limbah) dibawa ke laboratorium yang menguji kualitas air. (Hasil diketahui) 14 hari kerja,"" jelasnya. Abdul mengatakan pihaknya juga sudah melakukan investigasi ke perusahaan di sekitar lokasi kali serta penyucian mobil dan retail di sekitar lokasi. ""Iya udah (diperiksa) itu kita melakukan investigasi ya, bukan pemeriksaan, termasuk kegiatan di dalamnya adalah pemeriksaan terkait dengan hasil pengolahan limbah yang ada di pabrik ada 4 pabrik. Kemudian ada penyucian mobil juga retail juga yang kita lihat lihat,"" tuturnya. Sebelumnya, Kali Baru Cimanggis, Depok, viral di media sosial karena berbusa. Busa tebal menumpuk menutupi aliran kali hingga membuat pemandangan di kali bak 'negeri di atas awan'. Sungai di Kota Depok tercemar busa misterius. Kuantitas busa itu melimpah sampai menutupi badan sungai. Asal-usul limbah busa ini diselidiki oleh Pemkot Depok. Lokasi pencemaran lingkungan ini ada di Kali Baru, Cimanggis, Kota Depok, Jawa Barat, dan sempat viral di media sosial pada Selasa (28/11). Kepala Dinas LHK Depok Abdul Rahman menjelaskan dugaannya. Pertama, busa ini diduga berasal dari limbah domestik, yakni busa, seperti yang biasa dijumpai di kamar mandi atau tempat cuci piring. Busa para penduduk itu terakumulasi di sungai. ""Memang peralihan dari musim kemarau ke hujan ini, kan akumulasi dari limbah domestik ya. Limbah domestik itu paling banyaknya detergen, kemudian aliran besar sehingga itu kan teraduk,"" kata Abdul Rahman.  ",1
Kata-kata Justin Hubner Usai Resmi Jadi WNI,"Justin Hubner resmi menjadi Warga Negara Indonesia (WNI), Rabu (6/12), dan mengungkapkan kesiapan membela Timnas Indonesia. Hubner resmi menjadi WNI setelah melakukan pengambilan sumpah setia di Kanwil Kemenkumham DKI Jakarta, Rabu pagi. Bek 20 tahun itu mengaku senang akhirnya resmi menjadi WNI setelah melalui perjalanan panjang. ""Kabar saya baik, rasanya senang bisa berada di sini. Saya ingin segera membela Timnas Indonesia dan mendapatkan banyak hal bersama mereka. Saya tidak sabar untuk bermain dan saya sangat gembira,"" ujar Hubner usai pengambilan sumpah. Hubner yang saat ini memperkuat Wolverhampton Wanderers di Liga Inggris sempat memperkuat timnas Belanda U-20. Namun, Hubner akhirnya lebih memilih memperkuat Timnas Indonesia. ""Saya merasa Indonesia punya suporter yang lebih besar dari Belanda. Saya berpikir kita punya generasi yang bagus dan bisa mencapai banyak hal dengan generasi ini. Saya sangat bahagia dan bangga bisa bermain untuk Timnas Indonesia,"" ucap Hubner. Setelah resmi menjadi WNI, Justin Hubner berharap bisa memperkuat Timnas Indonesia di Piala Asia 2023 Qatar, Januari 2024. Hubner tidak sabar menghadapi tim besar seperti timnas Jepang.  ""Ya, saya sudah tidak sabar untuk pergi ke Qatar dan menghadapi Jepang, Vietnam, dan negara lainnya. Semoga kami bisa meraih banyak hal dan saya akan melakukan segalanya untuk memenangkan pertandingan. Saya sangat gembira,"" ujar Hubner. ""Tentu, kami akan melakukan segalanya agar bisa lolos [fase grup Piala Asia 2023] dan memenangkan pertandingan. Kami punya kesempatan yang besar,"" kata Hubner menambahkan. Terkait target terbesarnya bersama Timnas Indonesia, Hubner punya target cukup ambisius. Pemain yang sempat memperkuat FC Den Bosch itu ingin membawa Indonesia bermain di Piala Dunia. ""Semoga Timnas kita bisa lolos ke piala dunia tentunya. Dan di Piala Asia semoga bisa memenangkan beberapa pertandingan di sana. Kami ingin membuat Indonesia bangga atas apa yang kami lakukan,"" ucap Hubner. ",0
PSSI Harus 'Gercep' Demi Justin Hubner Bisa Main di Piala Asia,"Justin Hubner sedang berpacu dengan waktu demi bisa membela Timnas Indonesia main di Piala Asia 2023, Januari 2024 mendatang. Bek Wolves berusia 20 tahun itu baru saja resmi jadi Warga Negara Indonesia (WNI) setelah menjalani sumpah setia di Kanwil Kemenkumham DKI Jakarta, Rabu (6/12). Namun untuk bisa membela Timnas Indonesia, Hubner masih perlu menjalani serangkaian urusan administrasi. Selepas diambil sumpah, Hubner perlu mengurus Kartu Tanda Penduduk (KTP) di Dinas Penduduk dan Catatan Sipil (Disdukcapil) DKI Jakarta. Kemudian, Hubner juga harus membuat paspor Indonesia. Jika Hubner sudah mengantongi KTP dan Paspor Indonesia, proses selanjutnya adalah perpindahan federasi dari KNVB (Belanda) ke PSSI. Dalam hal ini, PSSI harus bersurat kepada FIFA untuk menyetujui pindah federasi Hubner dari Belanda ke Indonesia. Berkaca dari proses sumpah WNI hingga persetujuan pindah federasi yang dilakukan Jordi Amat dan Sandy Walsh tahun lalu, tahap demi tahap rampung dalam waktu 13 hari. Namun ini tidak bisa jadi acuan untuk proses Hubner. Kendati demikian, PSSI tetap harus bergerak ekstra cepat agar pemain kelahiran Den Bosch, Belanda itu bisa memperkuat skuad Garuda di Piala Asia 2023. Pasalnya, tenggat waktu pendaftaran pemain untuk Piala Asia 2023 adalah 10 Desember mendatang.  Alhasil, PSSI hanya punya waktu sekitar empat hari untuk menyelesaikan seluruh proses agar pemain Wolverhampton Wanderers itu dinyatakan sah membela Timnas Indonesia. Skuad Garuda bakal tampil di Piala Asia 2023 yang akan berlangsung di Qatar pada 12 Januari hingga 10 Februari 2024. Timnas Indonesia tergabung di Grup D Piala Asia 2023. Tim asuhan Shin Tae Yong ini akan bersaing dengan Jepang, Irak, dan Vietnam. Target PSSI dalam ajang ini adalah lolos dari fase grup. ",0
Christian Bautista Ungkap Keinginan Berkarya di Indonesia,"JAKARTA,  Penyanyi asal Filipina, Christian Bautista, mengungkap keinginannya untuk berkarya di Indonesia. Nama Christian Bautista sudah tak asing lagi bagi penikmat musik Indonesia. Dia kerap mengisi konser dan pernikahan beberapa figur publik di Indonesia. Christian juga pernah berduet dengan beberapa penyanyi Indonesia, seperti BCL dan Delon. ""Saya pernah berkolaborasi dengan BCL pada 2010 lalu lewat lagu 'Tetaplah di Hatiku' dan Delon lewat lagu 'We Are Here'. Lagu itu tercipta di masa pandemi,"" kata Christian dalam wawancara bersama Kompas.com di Kuningan, Jakarta Selatan, Rabu (6/12/2023). ""Saya dan Delon bertukar pesan, bingung apa yang harus kami lakukan di masa pandemi. Saya kemudian rekaman di Manila, dia rekaman di Indonesia. Kami rilis lagu itu tanpa pernah bertemu,"" lanjutnya. Beberapa hal di atas membuat Christian mempertimbangkan berkarya di Indonesia. ""Ya, saya jadi berpikir saya ingin bekerja di sini (Indonesia). Selalu bahagia di sini. Ada banyak kolaborasi dan partner saya di sini,"" ujar Christian. Selain itu, penyanyi berusia 42 tahun itu ternyata sangat menyukai berbagai jenis makanan Indonesia. ""Ada banyak hal yang saya suka dari Indonesia. Termasuk makanan, saya suka nasi goreng, sop buntut, sate, mie goreng, ada banyak,"" tutur Christian. Kini, Christian menyebut tugasnya adalah mendekatkan karyanya kepada Gen Z agar lebih terasa relevan dan menghibur berbagai kalangan. ""Saya sangat senang 'The Way You Look At Me', 'Since I Found You', 'Beautiful Girl', itu dapat membawa cerita romantis di generasi muda saat ini. Tugas saya adalah membuatnya lebih relevan dan banyak berkolaborasi,"" tutur Christian. ",1
"Ada Kecelakaan di Km 16 Tol Bekasi Timur, Lalin Arah Cikampek Padat","Kecelakaan melibatkan 2 kendaraan terjadi di Km 16+600 Bekasi Timur arah Cikampek pagi ini. Imbasnya, lalu lintas arah Cikampek mengalami kepadatan. ""Arah sebaliknya Jakarta arah Cikampek (kecelakaan) di Km 16+600, masih di area Bekasi Timur-nya,"" kata petugas call center Jasa Marga, Dwi, saat dihubungi, Rabu (6/12/2023). Saat ini kecelakaan tersebut sedang ditangani petugas. Namun terjadi kepadatan menjelang lokasi kecelakaan. ""Kepadatan di area menjelang lokasi kecelakaannya,"" ujarnya. Kecelakaan tersebut berada di bahu luar atau kiri. Kecelakaan tersebut diinformasikan melibatkan 2 kendaraan. ""Dua kendaraan,"" katanya. ",1
"Anies ke Kampung Nelayan di Tangerang, Warga Minta Buat Pelabuhan","Capres nomor urut 1 Anies Baswedan mengunjungi Kampung Nelayan di Kronjo, Kabupaten Tangerang, Banten. Dalam kunjungannya itu, Anies menangkap beberapa aspirasi nelayan, salah satunya permintaan agar dibuatkan pelabuhan. ""Ada 5 hal yang mereka sampaikan, pertama soal pembuatan pelabuhan di Kecamatan Kronjo. Kemudian mereka menginginkan adanya kemudahan di dalam pembuatan dokumen kapal nelayan,"" kata Anies kepada wartawan di Kampung Nelayan Kronjo, Sabtu (2/12/2023). Selain itu, Anies mengungkapkan bahwa warga juga ingin agar kali yang dilewati kapal-kapal dapat dikeruk. Anies juga mendengar keluhan nelayan soal beberapa oknum pengembang yang mematok wilayah penangkapan ikan. ""Mereka ingin alur Kali Cipaisan itu dikeruk sehingga bisa beroperasi secara lebih baik. Mereka ingin fasilitas sarana prasarana dilengkapi. Lalu adanya pematokan oleh oknum pengembang yang membuat kegiatan reklamasi di sini berjalan dan itu mengganggu para nelayan,"" ujarnya. Anies pun memastikan dirinya akan menjadikan aspirasi itu sebagai bahan perubahan bersama. Hal itu, kata dia, supaya nelayan bisa bekerja dengan tenang. ""Solar yang solar subsidi yang ketersediaannya sering tidak sesuai dengan kebutuhan. Saat mereka perlu untuk melaut, justru solarnya tidak tersedia. Ini adalah hal-hal yang kami ingin lakukan perubahan,"" ucapnya. Sementara itu, Kelompok Masyarakat Pengawas Perikanan (Pokmaswas) Ahmad Rifai berharap agar permasalahan itu bisa terselesaikan. Ia pun meminta kepada pemerintah pusat agar aturan yang memberatkan nelayan dapat dikaji ulang. ""Saya memohon kepada pemerintah pusat agar terkait aturan-aturan tentang perikanan, tolong dikaji ulang lagi karena memberatkan seluruh nelayan di nusantara ini,"" kata Rifai. ""Kami berharap kesejahteraan negara republik Indonesia sepenuhnya dari nelayan. 60% wilayah kedaulatan negara Indonesia semuanya laut. Jadi saya mohon kepada Bapak Anies Baswedan kalau terpilih, seandainya terpilih menjadi presiden 2024, mudah-mudahan, saya mohon sejahterakan nelayan,"" pungkasnya. ",1
