title,content,is_subjective
Mahfud Tak Peduli Format Beda Debat Cawapres: Saya Sih Ayo Aja,"Cawapres nomor urut 3 Mahfud Md mengaku tak ambil pusing jika debat cawapres Pilpres 2024 didampingi oleh capres. Mahfud menyatakan siap mengikuti debat dalam format seperti apapun. ""Kalau saya sih mau debat cawapres mau debat wapres mau apa, saya siap saja gitu, saya nggak peduli mau diatur sendiri atau bersama, ayo aja,"" kata Mahfud usai menghadiri deklarasi dukungan kiai dan santri di Ponpes Sulaiman, Desa Sukorejo, Kecamatan Gandusari, Trenggalek, seperti dilansir detikJatim, Sabtu (2/12/2023). Sebelumnya, KPU memutuskan untuk mengubah format debat. Namun para capres dan cawapres diwajibkan mengikuti lima kali debat yang dijadwalkan oleh KPU. Berikut jadwal debat capres-cawapres terbaru dari KPU: 1. Selasa, 12 Desember 20232. Jumat, 22 Desember 20233. Minggu, 7 Januari 20244. Minggu, 21 Januari 20245. Minggu, 4 Februari 2024 Berikut tema-tema debat capres-cawapres 2024: - Debat pertama: Hukum, HAM, Pemerintahan, Pemberantasan Korupsi, dan Penguatan Demokrasi.- Debat kedua: Pertahanan, Keamanan, Geo Politik, dan Hubungan Internasional.- Debat ketiga: Ekonomi (Kerakyatan dan Digital), Kesejahteraan Sosial, Investasi, Perdagangan, Pangan, Pajak (Digital), Keuangan, Pengelolaan APBN dan APBD, Infrastruktur.- Debat keempat: Energi, SDA, SMN, Pangan, Pajak Karbon, Lingkungan Hidup, dan Agraria, dan Masyarakat Adat.- Debat kelima: Teknologi Informasi, Peningkatan Pelayanan Publik, Hoaks, Intoleransi, Pendidikan, Kesehatan (Post-COVID Society), dan Ketenagakerjaan. ",0
"Disambut Edy Rahmayadi, Anies Baswedan Tiba di Medan","Capres nomor urut 1 Anies Baswedan tiba di Bandara Kualanamu, Deli Serdang, Sumatera Utara. Kedatangan Anies disambut langsung oleh Ketua TKD AMIN di Sumut yang juga mantan Gubernur Sumatera Utara, Edy Rahmayadi. Pantauan detikcom dilokasi, Minggu (3/12/2023), Anies tiba sekitar pukul 10.00 WIB. Anies terlihat mengenakan pakaian kemeja berwarna biru. Setibanya di lokasi, Anies langsung dikerubungi oleh masyarakat yang mayoritas emak-emak. Pendukungnya yang lebih dulu menunggu di lokasi, terlihat antusias menyambut kedatangan Anies. Kedatangan Anies juga disambut nyanyian oleh para pendukungnya. ""Satu, satu, satu pilihanku, AMIN nomor satu, nomor satu pilihan ku,"" nyanyi para pendukungnya. Anies juga sempat terlihat menyapa para pendukungnya dari atas mobil. Setelah itu dirinya meninggalkan bandara. Rencananya Anies dijadwalkan melakukan kampanye hari ini di Medan, Sumatera Utara. Anies akan bertemu dengan sejumlah tokoh agama dan masyarakat. Diketahui, kampanye akan dimulai pada 28 November 2023 sampai 10 Februari 2024. Kampanye akan digelar selama 75 hari. Kemudian pada 11 Februari 2024-13 Februari 2024 masuk masa tenang, sehingga capres dan cawapres tidak boleh lagi berkampanye. Pemungutan suara akan dilakukan 14 Februari 2024. ",1
Lirik dan Chord Lagu Tainted Love - Soft Cell,"JAKARTA,  “Tainted Love” merupakan salah satu lagu yang dipopulerkan oleh grup duo synth-pop asal Inggris, Soft Cell. Lagu tersebut dimuat dalam debut album pertama mereka yang bertajuk Non-Stop Erotic Cabaret. Album yang diproduseri oleh Mike Thorne itu dirilis pada tahun 1981 melalui label Some Bizzare Records dan berhasil menduduki posisi kelima di UK Albums Chart. Berikut ini lirik dan chord lagu “Tainted Love” dari Soft Cell.  Capo 3 [Intro] Em G C G x2 [Verse 1] Em      G C           Asus2Some-times, I feel, I've got to;Em G          C            Asus2      Run a-way, I've got to;Em G           C      Get A-way,                Asus2       Em            G       C           Asus2From the pain you drive in-to the heart of me. Em    G   C        Asus2The love we share, seems to,Em G           C      Go no-where.G            Em   G    C     Asus2And I've lost my light,         Em                              GFor I toss and turn; I can't sleep at night. [Chorus] E                           GOnce I ran to you, now I run from you,CThis tainted love you've given,   AmI give you all a boy could give you.Asus2Take my tears and that's not nearly...Em  G            C      Asus2All, Tainted love, oh, oh, oh,Em G            C     Asus2      Tainted love. [Verse 2] Em   G C               Asus2Now I know, I've got to;Em G          C             Asus2      Run a-way, I've got to;Em G          C      Get A-way.        Asus2    Em                      GYou don't really want any more from me. Em     G         CTo make things right,        Asus2                Em      G            CYou need some-one to hold you tight.Asus2           Em           G       CAnd you think love is to pray,Asus2         Em                GBut I'm sorry, I don't pray that way. [Ulangi Chorus] [Verse 3] Em      G     CDon't touch me, please,   Asus2          Em            G          CI can not stand the way you tease.   Em                              G          CI love you, though you hurt me so,Asus2          Em                        GNow I'm going to pack my things and go. [Coda] Em G              C       Asus2        Tainted love, oh, oh, oh,Em G              C       Asus2        Tainted love, oh, oh, oh.Em G              C       Asus2        Tainted love, oh, oh, oh,Em G              C       Asus2        Tainted love, oh, oh, oh. Em G                            C           Asus2        Touch me, baby, tainted love,Em G                            C           Asus2        Touch me, baby, tainted love. Em G               C        Asus2         Tainted love, oh, oh, oh,Em G               C        Asus2         Tainted love, oh, oh, oh.  ",0
Istri Ganjar Ziarah ke Makam Pendiri Ponpes Gelar di Cianjur,"Istri calon Presiden (capres) nomor urut 3 Ganjar Pranowo, Siti Atikoh Supriyanti, menyambangi Pondok Pesantren Gelar di Cianjur, Jawa Barat. Dalam kesempatan itu, Atikoh menyempatkan diri berziarah ke makam para pendiri ponpes. Pantauan detikcom di lokasi, Senin (4/12/2023), Siti Atikoh memakai gamis hitam beserta kerudung hijau tiba sejak pukul 10.00 WIB. Ia didampingi oleh Ketua DPP PDIP Perjuangan, Wiryanti Sukamdani. Kehadiran rombongan Atikoh disambut oleh perwakilan pondok pesantren. Ia tampak menyalami satu per satu perwakilan ponpes dan sejumlah jajaran perwakilan partai yakni Anggota DPR RI Fraksi PDIP Diah Pitaloka, Ketua DPC PDIP Kabupaten Cianjur Susilawati, serta jajaran pengurus partai lainnya. Dia kemudian diantar untuk berkunjung dan sowan ke kediaman perwakilan Pondok Pesantren Peuteuycondong Gelar. Atikoh pun diminta menandatangi sebuah buku. Setelah itu, Atikoh dan rombongan diantar para pengasuh pondok untuk berziarah ke makam pendiri Ponpes Gelar, almarhum KH Zen Abdusomad (Mama Gelar) dan Hj Hindun Fathimah (Umi Gelar). Atikoh melantunkan doa beserta salawat di hadapan makam para pendiri ponpes. Atikoh tampak khusyuk memanjatkan doa dan sholawat. Sekira kurang lebih 10 menit memanjatkan doa, Atikoh dan rombongan pun meninggalkan makam Mama Gelar dan Umi Gelar. Atikoh melanjutkan kegiatan dengan hadir di acara silaturahmi bersama ibu-ibu dan perempuan di halaman aula Pondok Pesantren Gelar. Kegiatan itu dihadiri ratusan oleh ratusan ibu-ibu dan perempuan majelis taklim sekitar ponpes. Saat menuju aula pertemuan, sejumlah anak-anak berseragam sekolah menyerbu Atikoh untuk bersalaman. ""Ibu, salim, Bu,"" ucap anak-anak itu Atikoh pun langsung menjulurkan tangannya kepada anak-anak yang begitu antusias menyambutnya. Dia pun melemparkan senyuman ""Semoga menjadi anak sholehah ya, pinter-pinter semuanya,"" ujar Atikoh kepada anak-anak tersebut. Dalam sambutannya, Atikoh merasa terhormat diterima baik oleh kasepuhan Pondok Pesantren Gelar Cianjur. Dia meyakini para santri didikan Ponpes Gelar dapat menjadi tokoh yang memperjuangkan agama. ""Ini merupakan salah satu pesantren tertua di Cianjur. Alhamdulillah sekali bisa menginjakkan kaki di pesantren yang sudah pasti banyak sekali mendidik para santri santrinya untuk menjadi generasi muda, untuk menjadi tokoh tokoh memperjuangkan agama kita,"" kata Atikoh dalam sambutannya. Atikoh menjelaskan tujuannya datang ke ponpes kali ini untuk bersilaturahmi di hadapan ibu-ibu. Atikoh kemudian berbicara mengenai peran ibu-ibu yang mampu menuntaskan berbagai permasalahan apabila bersatu. ""Tujuan saya ke sini pertama tentu silaturahmi, ingin mengenal bapak dan ibu semua. Ingin semakin mengakrabkan persahabatan kita persaudaraan kita. Kedua kita saling ingatkan. Karena kalau udah bicara the power of emak-emak gitu ya, kalau emak-emak sudah bergerak, Indonesia itu akan teratasi semua permasalahannya. betul enggak,"" ujarnya. ",1
Jenazah Doni Monardo Disemayamkan di Mako Kopassus Sebelum Dimakamkan di TMP,"Rombongan yang membawa jenazah mantan Kepala BNPB Letjen TNI (Purn) Doni Monardo tiba di Mako Kopassus Cijantung, Jakarta Timur. Jenazah Doni akan disemayamkan sebelum diberangkatkan ke Taman Makam Pahlawan (TMP) Kalibata. Pantauan detikcom di lokasi, Senin (4/12/2023), mobil jenazah tiba pada pukul 09.22 WIB. Jenazah Doni Monardo diterima oleh Wakil Kepala Badan Intelijen Negara (BIN) atau Dansat 81 Kopasus, Letjen TNI I Nyoman Cantiasa. Pasukan bersenjata juga terlihat berbaris menyambut jenazah di depan gedung Balai Komando. Jenazah lantas dibawa masuk ke Gedung Balai Komando. Peti jenazah kemudian ditempatkan di tengah ruangan, karangan bunga dan foto Doni juga terlihat di ruangan. Tampak ada Panglima TNI Jenderal Agus Subiyanto, mantan Kepala BIN Hendropriyono hadir di lokasi. Selain itu sejumlah para petinggi Kopassus purnawirawan TNI AD, dan perwakilan BNPB juga terlihat telah berada di dalam ruangan. Nantinya, akan dilakukan upacara pelepasan jenazah secara militer. Selanjutnya jenazah akan diberangkatkan ke TMP Kalibata untuk dimakamkan. Seperti diketahui, Letjen TNI Purn Doni Monardo meninggal dunia Minggu (3/12) sore. Doni Monardo tutup usia pukul 17.35 WIB. Doni sebelumnya dirawat intensif di Rumah Sakit (RS) Siloam Semanggi, Jakarta. Jenazah Doni Monardo sebelumnya telah diberangkatkan dari RS Siloam Semanggi ke rumah duka pada Minggu (3/12) malam. Selanjutnya, dari rumah duka pukul 08.06 WIB jenazah Doni diberangkatkan ke Mako Kopassus Cijantung. ",0
"Kasus Pungli PTSL, Dua Perangkat Desa di Ponorogo Jadi Tersangka"," Penyidik Kejaksaan Negeri Ponorogo menetapkan dua tersangka kasus pungli segel tanah sebagai syarat Pendaftaran Tanah Sistematis Lengkap (PTSL) di Desa Sawoo, Kecamatan Sawoo, Kabupaten Ponorogo, Jawa Timur. Kedua tersangka tersebut adalah perangkat Desa Sawoo berinisial SJD dan SYT. Kasie Intel Kejari Ponorogo, Agung Riyadi menyatakan penetapan dua tersangka dilakukan setelah tim penyidik menggelar ekspose hasil penyidikan. “Setelah kami menggelar ekspose dan rapat tim maka ditetapkan dua tersangka terkait kasus dugaan pungli program PTSL di Desa Sawoo, Kecamatan Sawoo, Kabupaten Ponorogo,” kata Agung. Agung mengatakan, dua perangkat desa yang sudah ditetapkan tersangka berinisial SJD dan SYT. Kendati sudah ditetapkan sebagai tersangka kedua perangkat desa itu tidak ditahan. Jaksa berdalih kedua tersangka kooperatif dan tidak akan kabur. Saat ini, kata Agung, penyidik sedang melengkapi berkas agar berkas dua tersangka segera dinyatakan lengkap. Dengan demikian, dua tersangka segera dapat diserahkan kepada jaksa penuntut umum untuk disidangkan perkaranya di Pengadilan Tipikor Surabaya. “Sementara belum (ditahan). Ini kami sementara melengkapi berkas biar nanti cepat tahap dua atau diserahkan ke jaksa penuntut umum dan segara bisa disidangkan di pengadilan tipikor,” ungkap Agung. Menurut Agung, kedua tersangka dikenakan wajib lapor ke Kantor Kejari Kabupaten Ponorogo. Ia menambahkan tidak tertutup kemungkinan akan ada tersangka baru berdasarkan fakta-fakta yang ditemukan dalam persidangan di Pengadilan Tipikor Surabaya. “Nanti setelah dari fakta-fakta persidangan kita lihat tidak menutup kemungkinan ada penambahan tersangka baru,” jelas Agung. Untuk diketahui, kasus itu mulai diusut Kejari Ponorogo setelah warga melaporkan adanya dugaan pungli saat mengurus pembuatan surat keterangan asal-usul tanah yang akan diikutkan dalam PTSL pada awal 2023. Dari laporan itu, tim Kejari Ponorogo langsung menyelidiki dengan memeriksa sejumlah saksi dan menyita barang bukti hingga akhirnya menetapkan dua perangkat Desa Sawoo sebagai tersangka. ",0
"Pukat UGM Percaya Firli Bahuri Tak Lari tapi Harus Ditahan, Kenapa?","Pusat Kajian Anti Korupsi (Pukat) UGM mengkritisi Firli Bahuri yang tidak ditahan meski telah berstatus sebagai tersangka pemerasan terhadap Syahrul Yasin Limpo (SYL). Firli disebut berisiko mengganggu penyidikan. ""Kalau saya melihat risiko itu ada, khususnya soal merusak barang bukti misalnya atau mempengaruhi saksi-saksi misalnya,"" kata Peneliti Pukat UGM, Zaenur Rohman, saat dihubungi, Sabtu (2/12/2023). ""Kalau melarikan diri sih saya percaya Firli Bahuri tidak akan melarikan diri ya. Tapi mempengaruhi saksi-saksi, melakukan berbagai upaya untuk mengganggu penyidikan itu ada resiko itu menurut saya,"" lanjutnya. Menurut Zaenur, sudah seharusnya Firli ditahan. Sebab, itu berisiko merusak dan menghilangkan barang bukti. ""Tentu seorang tersangka akan menggunakan segala daya dan upaya untuk menghindar dari jeratan aparat penegak hukum, sehingga jika seorang penyidik melihat tersangka ada risiko untuk melarikan diri, merusak atau menghilangkan barang bukti melalui tindak pidana, itu sudah seharusnya ditahan,"" ujarnya. Atas dasar itu, Zaenur menyarankan penyidik menahan Firli. Dia mempersilakan penyidik mempertimbangkan penahanan Firli. ""Silakan penyidik pertimbangkan dengan bijaksana bukan asal tahan orang, tetapi menghitung risikonya secara kalkulatif secara objektif. Kalau memang ada risiko itu seharusnya melakukan penahanan,"" imbuhnya. Wakil Direktur Tindak Pidana Korupsi Bareskrim Polri Kombes Arief Adiharsa menjelaskan alasan penyidik tak menahan Firli. ""Belum diperlukan,"" kata Arief saat dimintai konfirmasi, Jumat (1/12/2023). Namun Arief belum merinci lebih jauh mengenai pertimbangan yang dilakukan pihaknya sehingga dianggap belum perlu melakukan penahanan terhadap Firli. ",1
"Profil Truong My Lan, Konglomerat Properti Gelapkan Rp194 T di Vietnam","Konglomerat properti Truong My Lan ditangkap kepolisian Vietnam pada Oktober 2022 lalu. Ia diduga menggelapkan dana 304 triliun dong atau sekitar Rp192 triliun. Kasus tersebut mendapat perhatian publik. Maklum uang yang digelapkan sangat besar. Sebagai gambaran, nilainya setara 3,2 persen pendapatan domestik bruto (PDB) Vietnam. Lantas siapa Truong My Lan? Truong My Lan adalah bos pengembang properti Van Thinh Phat Holdings Group. Ia dituding menilap uang ratusan triliun dong dari Saigon Commercial Bank (SCB) di mana dia disebut sebagai pemegang saham mayoritas bank tersebut. ""Berdasarkan pernyataan kementerian, My Lan yang ditangkap pada akhir tahun lalu sudah memanfaatkan lebih dari 1.000 anak perusahaan dalam dan di luar negeri untuk mengambil pinjaman hingga 40 miliar Euro dari Saigon Commercial Bank lalu mengalokasikannya ke pihak ketiga melalui perusahaan gelap yang dibentuk oleh dirinya dan keluarga,"" tulis DW. Dilansir dari berbagai sumber, Lan lahir di Saigon, Vietnam pada 13 Oktober, 1956. Keluarganya adalah imigran dari China. Tak banyak cerita tentang masa kecil Lan. Mengutip SCMP, Lan sempat berjualan aksesoris di sebuah pasar di Distrik 5 Kota Ho Chi Minh. Pada 1992, Lan mendirikan Van Thinh Phat Limited Liaibility Company. Awalnya, perusahaan bergerak di bidang perdagangan, restoran, dan hotel. Setelah itu, ia melebarkan sayap ke sektor real estat yang diduga berkembang pesat berkat bantuan koneksi politik. Dalam beberapa tahun, Lan berhasil mendapatkan beberapa properti paling berharga di kota tersebut, termasuk beberapa di Nguyen Hue Boulevard, salah satu jalan termahal di Asia. Dia memupuk dukungan politik dengan menjadi sponsor yang murah hati untuk inisiatif-inisiatif kota besar. Pada 2007, ia mendirikan Van Thinh Phat Group (VTP Group Holdings) dengan modal dasar 6 triliun VND. Di perusahaan itu, Lan mengempit 80 persen saham, setara dengan kontribusi modal senilai 4,8 triliun dong. Pertumbuhan kerajaan bisnis Lan diduga dipicu oleh pengambilan utang dalam jumlah besar melalui pasar obligasi komersial. Bisnisnya menerbitkan 25 jenis obligasi berbeda yang dijual secara agresif melalui SCB dan menghasilkan 30 triliun dong. Sebagian besar modal Lan diperoleh melalui pinjaman bank. Lan diduga mengendalikan 91 persen SCB, melalui 27 nominasi, dan antara Februari 2018 dan Oktober tahun lalu, 93 persen pinjamannya diarahkan ke VTP dan perusahaan cangkangnya tanpa jaminan, jadwal pembayaran, atau uji tuntas normal.  Namun, Lan berhasil lolos dengan menyuap regulator senior di bank sentral dan 23 regulator negara lainnya dengan uang sebesar US$5,2 juta untuk memalsukan laporan pengawasan mereka terhadap SCB dan menyembunyikan kredit macet serta bukti kesalahan. Nama Lan juga sempat muncul pada Panama Paper sebagai beneficiary dari EuroAsia. ID Concept Group Limited, perusahaan cangkang dengan alamat terdaftar di ""surga pajak"" British Virgin Island. Setahun setelah penangkapannya, polisi masih berupaya mengungkap jaringan perusahaannya, yang mencakup lebih dari 1.000 perusahaan, sebagian besar perusahaan kecil, yang didirikan untuk mendapatkan pinjaman bank. Lan menikah dengan pengusaha real estat Hong Kong Eric Chu Nap Kee dan memiliki seorang putri Chu Duyen Phan. Keluarga Lan merupakan salah satu keluarga terkaya di Vietnam. ",0
Toyota GR Supra GT4 Edisi 100 Tampil Semakin Sangar,"JAKARTA,  Toyota Jerman memodifikasi GR Supra GT4 Edisi 100 menjadi semakin sangar. Mobil sport ini dipamerkan pada Essen Motor Show 2023 belum lama ini. Dikutip dari Carscoops.com, Selasa (5/12/2023), mobil ini tidak akan diproduksi, melainkan hanya sebagai konsep untuk keperluan pameran semata. Basisnya menggunakan GR Supra GT4 Edisi 100 yang diproduksi hanya 100 unit untuk pasar Eropa. Untuk nomor urut satu, dimodifikasi oleh Toyota Jerman dengan menyematkan beberapa komponen aftermarket. Dok. Carscoops.com Toyota GR Supra GT4 Edisi 100 yang sudah dimodifikasi Bagian knalpot mengandalkan Milltek, untuk mendongkrak performa dan tampilannya. Kemudian, kaki-kaki juga diubah menggunakan pelek Protrack berukuran 19 inci dengan kelir gold. Mobil sport yang jumlahnya terbatas ini juga diberikan front splitter, sayap belakang, dan spion dari material serat karbon. Bagian lainnya yang perlu disorot adalah kaliper rem berwarna hitam dan suspensi yang sudah disetel ulang. Suspensi Bilstein Evo T1 juga ditingkatkan dengan damper yang bisa disetel hingga 10 tahap. Kemudian, Toyota juga menyematkan pengatur ketinggian yang bisa membuat mobil lebih ceper hingga 35 mm. Dok. Carscoops.com Toyota GR Supra GT4 Edisi 100 yang sudah dimodifikasi Interiornya sebagian besar dibiarkan seperti standar GR Supra GT4 Edisi 100. Terlihat emblem spesial, dasbor dengan aksen serat karbon, dan jok hitam dengan warna jahitan yang kontras. GR Supra GT4 Edisi 100 menggunakan basis dari GR Supra Lightweight. Untuk dapur pacunya, dibiarkan dalam kondisi standar, yakni mesin 3.0 L, turbocharged, 6-silinder segaris. Mesin tersebut dapat menghasilkan daya hingga 335 Tk dan torsi 500 Nm. Dok. Carscoops.com Toyota GR Supra GT4 Edisi 100 yang sudah dimodifikasi Mesinnya dipadukan dengan sistem transmisi manual 6-percepatan. Sehingga, kemampuan akselerasinya untuk 0-100 Kpj diklaim tuntas dalam 4,6 detik. Sedangkan kecepatan maksimumnya, tembus 250 Kpj. Toyota GR Supra GT4 Edisi 100 yang sudah dimodifikasi tersebut tidak dipasarkan. Tapi, untuk versi standarnya, di Jerman dibanderol 68.900 euro atau sekitar Rp 1,15 miliar. ",0
"Arloji Seiko Edisi ""Komodo"" Ludes Terjual 3 Hari Setelah Peluncuran"," Arloji Seiko Prospex Indonesia Exclusive edisi kedua bertema ""Komodo"" yang secara resmi diluncurkan pada 25 Oktober 2023 lalu, habis diborong distributor hanya dalam kurun waktu tiga hari. Meski begitu, pelanggan tetap bisa membeli jam tangan seri ini di butik resmi Seiko serta juga toko-toko, baik offline maupun online, yang bekerja sama secara resmi dengan Seiko di seluruh Indonesia, jika persediaan masih ada. Setelah meluncurkan edisi eksklusif di tahun 2022 lalu, merek jam asal Jepang itu kembali dengan lebih baik melalui paduan keunggulan kualitas jam tangan miliknya dengan keunikan hewan eksotis asal Indonesia, Komodo. Arloji yang dijual secara terbatas di Indonesia sebanyak 500 buah ini terinspirasi dari keindahan Taman Nasional Komodo, yang merupakan sebuah Situs Warisan Dunia UNESCO. Khusus untuk edisi eksklusif Indonesia yang kedua ini, Seiko bekerja sama dengan Komodo Survival Program (KSP), organisasi nirlaba yang berfokus pada pelestarian populasi komodo. Dalam kerja sama tersebut, Seiko menyumbangkan dua persen dari total penjualan untuk pelestarian biawak komodo dan Taman Nasional Komodo. KSP juga telah menerima sumbangan dana sebesar 100 juta rupiah, yang sudah disalurkan Seiko pada Oktober 2023, segera setelah jam tangan edisi kali ini ludes terjual. ""Kesuksesan peluncuran edisi eksklusif tahun ini sungguh melampaui ekspektasi kami,"" ujar Kevin Lie selaku General Manager Seiko Indonesia, seperti dikutip dari rilis yang diterima Kompas.com, Selasa (5/12/2023). ""Dengan peluncuran edisi eksklusif pertama tahun lalu yang sukses besar, kami akhirnya mampu mengungguli pencapaian tersebut di tahun ini,"" imbuh dia. Melihat antusiasme penggemar Seiko yang semakin meningkat dari tahun ke tahun, Seiko berkomitmen untuk terus meluncurkan arloji edisi eksklusif Indonesia dengan desain dan konsep inovatif. Saat ini Seiko sedang dalam tahap merancang konsep, serta desain model eksklusif Indonesia selanjutnya. Di samping itu, Seiko juga berdedikasi untuk meluncurkan model eksklusif di Indonesia dengan desain dan tema yang mempromosikan berbagai warisan budaya Indonesia, serta membantu meningkatkan kesadaran publik untuk melestarikan peninggalan budaya. ",0
"Ada 10 Kawasan Wisata Kota Tua di Indonesia, di Mana Saja?","Bagi kamu yang gemar melakoni wisata sejarah, tak melulu harus dengan berkunjung ke museum. Di Indonesia, terdapat sederet destinasi yang akan memanjakan kalian para pencinta sejarah. Salah satu destinasi yang dapat disambangi adalah kawasan Kota Tua. Tahu enggak, Indonesia tidak hanya punya satu kawasan Kota Tua, melainkan ada 10. Jika yang kamu tahu hanya Kota Tua yang lokasinya di Jakarta Barat, berarti kamu perlu lebih banyak bereksplorasi destinasi-destinasi wisata sejarah di tanah air. Sebanyak 10 Kota Tua tersebut memiliki sejarahnya masing-masing serta punya nuansa yang terbilang cukup berbeda. Semua tergantung di daerah mana kawasan Kota Tua tersebut berada. Selama ini, wisata Kota Tua mungkin hanya populer di Jakarta atau Semarang. Padahal, masih ada 'Kota Tua' di daerah lain yang bisa kamu kunjungi, atau mungkin, bahkan ada di kota tempatmu tinggal? Di kawasan Kota Lama Semarang, berdiri bangunan peninggalan HIndia Belanda yang sudah berusia ratusan tahun. Salah satu yang paling populer bagi wisatawan di kawasan ini adalah Gereja Bleduk yang berdiri sejak 1753 oleh bangsa Portugis. Bangunan ikonik Jakarta tidak sepenuhnya menampilkan bangunan modern. Di kawasan Kota Tua, kamu bisa menyaksikan suasana lawas. Di sini juga tersimpan banyak bangunan bersejarah seperti Museum Bank Indonesia, Museum Fatahillah, dan Jembatan Kota Intan. Sepanjang Jalan Braga, Kota Bandung, adalah kawasan lawas yang masih menampilkan suasana klasik. Dekat dengan lokasi tersebut, ada Jalan Asia Afrika yang juga menyimpan banyak sejarah, termasuk Museum Konferensi Asia Afrika di dalamnya. Di sekitar Benteng Vredeburg, ada Kota Tua Yogyakarta yang menyimpan banyak sejarah dan gedung-gedung peninggalan Belanda. Kawasan kota lama juga dekat dengan Keraton Yogyakarta dengan budayanya Jawanya yang melekat. Surabaya punya kawasan Kota Tua yang di dalamnya termasuk Jalan Karet serta Jembatan Merah sebagai cagar budaya. Kawasan ini dulunya pernah difungsikan sebagai pusat pemerintahan dan perekonomian dan punya banyak bangunan kuno bersejarah. Kota Tua Lasem terletak di Rembang, Jawa Tengah. Dulunya, sering disebut 'Tiongkok Kecil' yang identik dengan bangunan tua dengan perpaduan gaya Jawa-Tiongkok. Ada pula Klenteng Cu An Kiong yang sudah berdiri sejak Abad ke-16. Terletak di Kota Mataram, Nusa Tenggara Barat (NTB), kawasan kota tua ini menyimpan sejarah dan bangunan bergaya Belanda. Di dalamnya, perkampungan yang kental akan buday, seperti Kampung Bugis, Jawa, hingga Tiongkok. Singkawang, Kalimantan Barat, menyimpan banyak peninggalan arkeologis yang identik dengan kebudayaan Tionghoa di Indonesia. Ada rumah Tionghoa tertua yang berdiri sejak 1901, hingga Wihara Tri Dharma Bumi Raya yang berdampingan dengan Masjid Raya Singkawang. Kota Tua Sekanak lokasinya ada di Palembang, Sumatera Selatan. Tempat ini menawarkan ratusan bangunan tua bersejarah yang ikonik, contohnya Gedung Jacobson van den Berg. Nagari Pariangan adalah Kota Tua yang terletak di Padang, Sumatera Barat. Tidak seperti kota tua lainnya yang sarat akan budaya Belanda, Nagari Pariangan berisi rumah-rumah gadang khas Sumatera Barat beserta masjid tertuanya yang sudah berdiri sejak abad ke-19 ",0
"Ganjar: Pendidikan Tak Hanya Ciptakan 'Tukang', tapi Bangun Integritas","Capres nomor urut 3 Ganjar Pranowo menilai tak ada yang salah dari kurikulum pendidikan yang ada saat ini. Menurutnya, yang terpenting saat ini ialah pembangunan sumber daya manusia (SDM). Hal tersebut disampaikan Ganjar dalam acara diskusi santai dan silaturahmi 'Toleransi Beragama Budaya di Sultra', Kendari, Sulawesi Tenggara, Minggu (3/12/2023). Mulanya, Muhamad Amin Rauf, dari Persatuan Guru Nahdlatul Ulama (NU) Sulawesi Tenggara, mengatakan sembilan tahun lalu, dirinya sempat menanyakan arah pendidikan Indonesia kepada Jusuf Kalla, yang saat itu menjadi kontestan di Pilpres 2014 dan berpasangan dengan Presiden Joko Widodo (Jokowi). ""Saya menanyakan, jika Anda terpilih sebagai wapres dan Jokowi sebagai presiden, arah pendidikan ke mana?"" kata Amin. Amin lalu melontarkan pertanyaan terkait pendidikan kepada Ganjar. Menurutnya, saat ini kurikulum pendidikan tidak jelas arahnya. ""Pendidikan sekarang dengan kurikulum yang istilahnya merdeka walaupun kita sudah merdeka 78 tahun yang lalu, tapi bukan membangun generasi bangsa ke depan, tapi arahnya nggak jelas. Nah pertanyaan saya, apakah jika bapak terpilih nomor satu di Indonesia akan mempertahankan sistem pendidikan yang ada sekarang atau akan merubah?"" tanya Amin. Ganjar mengatakan tak ada yang salah dari kurikulum pendidikan di masa pemerintahan Jokowi. Yang terpenting, kata dia, ialah membangun dunia pendidikan melalui karakter, moral, etik dan integritas. ""Yang harus di-gaspol sekarang adalah pembangunan SDM. Suka tidak suka mau tidak mau. Kurikulumnya diubah nggak? Yang sudah bagus-bagus, jangan diubah Pak, tapi yang tidak bagus harus diubah Pak. Apalagi yang salah harus diubah Pak,"" paparnya. Menurut Ganjar, dunia pendidikan tak hanya tentang menciptakan 'tukang'. Namun, kata dia, juga perlu membangun sosok yang berkarakter, bermoral, dan berintegritas. ""Jadi mau digantikan tidak, tergantung. Tapi dunia pendidikan itu menurut saya tidak hanya menciptakan tukang. Dunia pendidikan juga harus membangun karakter, moral, etik, integritas, sehingga tadi Bapak cerita, jangan ada korupsi, integritas, itulah kemudian penting guru juga yang mendidik,"" ungkap dia. ""Maka guru juga yang mesti mendapatkan perhatian itu. Jadi pendidikannya itu, ya ada pendidikannya diberikan tapi gurunya juga. Ketika itu terjadi, maka kita akan melakukan sebuah lompatan besar karena kita sedang berproses dalam satu era bonus demografi. ",0
